Comune;Provincia;Denominazione struttura;Categoria;Classificazione;Id struttura;Indirizzo;CAP;Sigla provincia;Frazione;Localita;Posta elettronica;Telefono;FAX;Indirizzo internet;Camere;Suite;Letti;Bagni;Prima colazione;In abitato;Sul lago;Vicino eliporto;Vicino aereoporto;Zona centrale;Vicino impianto risalita;Zona periferica;Zona stazione FS;Attrezzature;Carte di pagamento accettate;Lingue;Attrezzature sportive;Attrezzature congressi;Longitudine;Latitudine
BERGAMO;BERGAMO;LA CASTELLANA PALAZZO SUITE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;311312329;VIA TORQUATO TASSO 42;24121;BG;O;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.67469572;45.69749483
BERGAMO;BERGAMO;LA CASTELLANA PIGNOLETTO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;322468709;VIA PIGNOLO 81;24121;BG;O;;;;;www.bedandbreakfastbergamo.it;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Parcheggio privato;;;;;9.67312812;45.70109349
BERGAMO;BERGAMO;LA CASTELLANA PIGNOLO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;340443032;VIA PIGNOLO 81;24121;BG;O;;;;;www.bedandbreakfastbergamo.it;2;0;5;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa;;;;;9.67312812;45.70109349
BERGAMO;BERGAMO;LA CASTELLANA SAN BERNARDINO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;381830283;VIA S. BERNARDINO 116;24125;BG;O;;;;;;2;0;6;1;No;No;No;No;No;No;No;No;No;;;;;;9.66156193;45.67803753
BERGAMO;BERGAMO;LA CASTELLANA STELVIO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;332616995;VIA STELVIO 10;24125;BG;O;;;;;www.bedandbreakfastbergamo.it;1;0;6;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Ascensore;;;;;9.69315225;45.69551012
BERGAMO;BERGAMO;LA CASTELLANA TAVERNA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;317081023;VIA T. TASSO 30;24121;BG;O;;;;;www.bedandbreakfastbergamo.it;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.6744741;45.69732513
BERGAMO;BERGAMO;LA CASTELLANA TEATRO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;317080932;VIA T. TASSO 42;24121;BG;O;;;;;www.bedandbreakfastbergamo.it;1;0;2;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa;;;;;9.67469572;45.69749483
BERGAMO;BERGAMO;LA COMETA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;352062797;VIA SAN BERNARDINO 55;24122;BG;G;;;;;www.iduesoli-bg.com;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.6630666;45.6887709
BERGAMO;BERGAMO;LA CONTRADELLA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;301900662;VIA SAN LORENZO 31;24129;BG;G;BERGAMO ALTA;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66480154;45.70612205
BERGAMO;BERGAMO;LA CORSAROLA SUITE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390374873;VIA B. COLLEONI 3;24129;BG;P;;;;;www.lacorsarolasuite.it;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66253846;45.70454495
BERGAMO;BERGAMO;LA CORTE ANTICA PASINI ROBERTO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;382173282;VIA BORGO PALAZZO 19;24125;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.67914044;45.69804578
BERGAMO;BERGAMO;LA CORTE DEI CAPPUCCINI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;334075234;VIA CAPPUCCINI 4;24121;BG;G;;;;;www.lacortedeicappuccini.it;2;0;4;2;No;No;No;No;No;No;No;No;No;;;;;;9.68090128;45.69715361
BERGAMO;BERGAMO;L'AFFRESCO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;301900845;VIA PIGNOLO 112;24121;BG;A o G forse diventa P;;;;;www.casavacanzaffresco.it;1;0;5;1;No;No;No;No;No;No;No;No;No;;;;;;9.67256324;45.70253837
BERGAMO;BERGAMO;LA MAISON DE NANOU;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;335791166;VIA SANT'ORSOLA 2;24121;BG;P;;;;;www.lesmaisonsdenanou.eu;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.66731651;45.69362059
BERGAMO;BERGAMO;LA MOZART;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388084645;VIA W.A. MOZART 8;24126;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.67107638;45.68515576
BERGAMO;BERGAMO;L'ANGOLO DEL POETA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;326696356;VIA BORGO PALAZZO 39;24125;BG;G;;;;;www.angolodelpoeta.com;6;0;12;6;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Autorimessa;;;;;9.6815994;45.69706466
BERGAMO;BERGAMO;LA PIAZZETTA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;386946370;VIA SANT'ALESSANDRO 13;24122;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66422944;45.69420557
BERGAMO;BERGAMO;L'APPARTAMENTINO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381829293;VIA SAN BERNARDINO 34;24122;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.66352349;45.69087074
BERGAMO;BERGAMO;LA ROSA SCARLATTA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;354411379;VIA PELABROCCO 5;24122;BG;G;;;;;www.larosascarlattabergamo.it;1;0;5;1;No;No;No;No;No;No;No;No;No;;;;;;9.67224922;45.70196056
BERGAMO;BERGAMO;LA ROSA SCARLATTA ATELIER;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390877224;VIA PELABROCCO 5 PT;24122;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.67224922;45.70196056
BERGAMO;BERGAMO;LA SUPERNOVA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;354443475;VIA BAIONI CRISTOFORO 28;24123;BG;G;;;;;;2;0;5;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.67453577;45.7083035
BERGAMO;BERGAMO;LA TERRAZZA DEL CENTRO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;391028044;VIA BROSETA 6/8;24122;BG;G;;;;;www.dmrcase.it;1;0;2;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66282597;45.69268556
BERGAMO;BERGAMO;LA TORRE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;386934714;PIAZZA MERCATO DEL FIENO 13;24129;BG;P;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.66456964;45.70427044
BERGAMO;BERGAMO;LA TORRE BERGAMO HOUSE;Complementari;Foresterie lombarde;390969703;VIA SAN LORENZO 2;24129;BG;P;;info@bblatorrebergamo.it;348 7110431;;;3;0;6;3;No;No;No;No;No;No;No;No;No;;;;;;9.66394999;45.70393385
BERGAMO;BERGAMO;LA TORTA DI MELE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;313904711;VICOLO AQUILA NERA 4;24129;BG;G;CITTA' ALTA;;;;www.latortadimele.it;1;0;2;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66362884;45.70435548
BERGAMO;BERGAMO;LA VALLETTA;Alberghiere;Alberghi 3 stelle;197290218;VIA CASTAGNETA 19;24129;BG;P;CITTA' ALTA;INFO@LAVALLETTABERGAMO.IT;035 242746;035 2281217;WWW.LAVALLETTABERGAMO.IT;8;2;16;8;No;Si;No;No;No;No;No;No;No;Bar,Sala lettura separata,Parco o giardino,Accettazione animali domestici,Accesso a mezzi pubblici,Accesso a vetture private,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale;Tutte;Inglese;;;9.65058918;45.71249704
BERGAMO;BERGAMO;LA VILLETTA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;354504955;VIA RUFFINI 6;24127;BG;P;;;;;www.lavilletta.eu;2;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.64476502;45.67987231
BERGAMO;BERGAMO;LE CASE DI GIO';Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;355448503;VIA DEI CAPODIFERRO 6/A;24121;BG;G forse diventa P;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66524187;45.70021372
BERGAMO;BERGAMO;LE DUE STELLE PLUS;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;355373446;VIA ANNA FRANK 3;24128;BG;G;;;;;;2;0;6;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.65560891;45.70009978
BERGAMO;BERGAMO;LE RONDINI;Complementari;Alloggi Agrituristici;197290225;VIA FINAZZI 18;24127;BG;G;;;;;;3;0;6;3;No;No;No;No;No;No;No;No;No;;;;Biciclette gratuite;;9.65346778;45.68618205
BERGAMO;BERGAMO;LIO PELLEGRINI;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;197290139;VIA SAN TOMASO 47;24121;BG;G/P;;;;;WWW.LIOPELLEGRINI.IT;1;0;2;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici;;;;;9.67534298;45.70344535
BERGAMO;BERGAMO;LITTLE SWEET HOME;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387834844;VIA SALVECCHIO 7;24129;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66104482;45.70467469
BERGAMO;BERGAMO;LOCANDA DEL LEVRIERO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;335791346;VIA PIGNOLO 79;24121;BG;A;;;;;www.locandadellevriero.it;2;0;5;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.67324028;45.70102789
BERGAMO;BERGAMO;LOCANDA SANT ANTONIO DE FORIS CASA VACANZE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;357201078;VIA BORGO PALAZZO 4;24125;BG;P;;;;;www.santantoniodeforis.it;5;0;12;2;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.67789004;45.69831255
BERGAMO;BERGAMO;LOFT CENTRE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388373073;VIA SAN BERNARDINO 7;24123;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66349092;45.69160383
BERGAMO;BERGAMO;LOFT IN BERGAMO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;389841247;VIA F. CORRIDONI 4;24124;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.68643887;45.70558084
BERGAMO;BERGAMO;LUCA PEDRAZZINI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381827053;VIA MAZZINI 8/A;24128;BG;;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.65826719;45.69569265
BERGAMO;BERGAMO;LUNA - POTA LUCA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;355323707;VIA PONCHIA 14;24123;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.68555731;45.71972685
BERGAMO;BERGAMO;LUXURY HOME HOLIDAYS;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;384417357;PIAZZETTA ZAVADINI 1;24129;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.66043467;45.70429871
BERGAMO;BERGAMO;MADE IN ITALY;Complementari;Foresterie lombarde;389490136;VIA G. E G. PAGLIA 19;24122;BG;G;;dordisilvia@gmail.com;348 0977485;;;3;0;9;2;No;No;No;No;No;No;No;No;No;;;;;;9.67121245;45.69077982
BERGAMO;BERGAMO;MARCHESI LORENA - CASA PANNITA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;388437561;VIA ZAMBONATE 73;24122;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66481839;45.69231937
BERGAMO;BERGAMO;MARIANNA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381827848;VIA DONIZETTI 21;24129;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Parco o giardino,Accettazione animali domestici;;;;;9.66459271;45.70282541
BERGAMO;BERGAMO;MARIO LUPO HOUSE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390808729;VAI M. LUPO 12;24129;BG;P;;;;;www.casamariolupo.it;2;0;5;2;No;No;No;No;No;No;No;No;No;;;;;;9.66349775;45.70337924
BERGAMO;BERGAMO;MASCHERETTI MARIA LUISA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390407783;VIA B. COLLEONI 29;24129;BG;P;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66039672;45.70531015
BERGAMO;BERGAMO;MERLETTI EMANUELE (CESSAZIONE TEMPORANEA FINO AL 19/09/2017);Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387893453;VIA BURATTI 22;24124;BG;G;;;;;;1;0;6;2;No;No;No;No;No;No;No;No;No;;;;;;9.70016736;45.70856695
BERGAMO;BERGAMO;MIKI HOUSE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387555397;VIA NAZAIO SAURO 13;24123;BG;P;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.67752767;45.70589642
BERGAMO;BERGAMO;MIRABELL;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;331414208;VIA PAGLIA 32;24122;BG;G;;;;;;5;0;12;5;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Ascensore;;;;;9.67208939;45.69072085
BERGAMO;BERGAMO;MONOLOCALE PONTIDA 10;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;386557051;PIAZZA PONTIDA 10;24122;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.66396557;45.69282567
BERGAMO;BERGAMO;MONTEVERDI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;355390865;VIA MONTEVERDI 6;24129;BG;G;;;;;www.bergamore.com;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.6286059;45.69146744
BERGAMO;BERGAMO;MY ROOM CENTER FLAT;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390119162;VIA XX SETTEMBRE 110;24122;BG;G;;;;;www.myroomnetwork.com;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.66457351;45.69318746
BERGAMO;BERGAMO;MY ROOM CITTA' ALTA 1;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390591771;VIA SOLATA 6;24129;BG;G;;;;;www.myroomnetwork.com;2;0;5;2;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66535496;45.70415788
BERGAMO;BERGAMO;MY ROOM IN TOWN;Complementari;Foresterie lombarde;389999135;VIA E. BASCHENIS 3;24122;BG;G;;bergamo3@myroomnetwork.com;342 6618241;;www.myroomnetwork.com;3;0;5;2;No;No;No;No;No;No;No;No;No;Ascensore,WI-FI in aree comuni;;;;;9.6640141;45.68814594
BERGAMO;BERGAMO;MY ROOM IN TOWN 2;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;390814298;VIA L. MAGRINI 6;24124;BG;G;;;;;www.myroomnetwork.com;1;0;2;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Ascensore;;;;;9.66383565;45.68627907
BERGAMO;BERGAMO;MY ROOM PRIVATE CENTER;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;383736993;VIA L. MANARA 7;24127;BG;G;;;;;www.myroomnetwork.com;2;0;4;1;No;No;No;No;No;No;No;No;No;Aria condizionata centralizzata;;;;;9.66057738;45.69405647
BERGAMO;BERGAMO;NADIA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;301013127;VIA AUTOSTRADA 1/B;24126;BG;G;;;;;WWW.CASAVACANZANADIA.IT;2;0;6;1;No;No;No;No;No;No;No;No;No;;;;;;9.66887076;45.68714647
BERGAMO;BERGAMO;NH BERGAMO;Alberghiere;Alberghi 4 stelle;197290301;VIA PALEOCAPA 1/G;24122;BG;;;NHBERGAMO@NH-HOTELS.COM;035/2271811;035/2271812;WWW.JNH-HOTELS.COM;88;0;157;88;No;Si;No;No;No;No;No;No;Si;Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Solarium,Salone di bellezza;American express,Visa,Maestro,Bancomat,CartaSi,JCB;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 4,Congressi capacita' Min 10,Congressi capacita' Max 90;9.67254178;45.69226554
BERGAMO;BERGAMO;NIDO CENTER;Complementari;Foresterie lombarde;389312601;VIA SAN BERNARDINO 73;24126;BG;G;;bergamorooms@gmail.com;348 4505526;;www.bergamorooms.com;1;0;5;1;No;No;No;No;No;No;No;No;No;;;;;;9.66254929;45.68572779
BERGAMO;BERGAMO;NIDO STAZIONE;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;384205216;VIA PAGLIA 32;24122;BG;G;;;;;www.bergamrooms.com;3;0;8;2;No;No;No;No;No;No;No;No;No;Aria condizionata centralizzata,Ascensore;;;;;9.67208939;45.69072085
BERGAMO;BERGAMO;NIDO STAZIONE II;Complementari;Foresterie lombarde;389918673;VIA G. BONOMELLI 15;24122;BG;G;;bergamorooms@gmail.com;348 4505526;;;2;0;6;1;No;No;No;No;No;No;No;No;No;Aria condizionata centralizzata,Ascensore;;;;;9.6709423;45.68923597
BERGAMO;BERGAMO;NOVECENTO;Alberghiere;Alberghi 1 stelle;197290276;VIA STATUTO 23 ANG. VIA D. CHIESA 2 2;24100;BG;G;;claudio.pizzeria900@gmail.com;035/254696;;;9;0;17;9;No;Si;No;No;No;No;No;No;No;Sala televisione separata,Accettazione animali domestici,Autorimessa,Aria condizionata non centralizzata;American express,Visa,Diners,Bancomat;Inglese;;;9.480626;45.6932408
BERGAMO;BERGAMO;OPEN SPACE BERGAMO CENTRO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;383421516;VIA PALMA IL VECCHIO 4;24128;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale;;;;;9.66086381;45.68959302
BERGAMO;BERGAMO;OSTELLO DI BERGAMO;Complementari;Ostelli per la gioventù;197290288;VIA FERRARIS 1;24123;BG;P;;hostelbg@libero.it;035 361724;;;25;0;84;25;No;;;;;;;;;Access. diversamente abili totale,Ascensore,Parco o giardino;;;;;9.68615503;45.71891584
BERGAMO;BERGAMO;OSTELLO SAN SISTO HOSTEL;Complementari;Ostelli per la gioventù;381710168;VIA SAN SISTO 23;24126;BG;P;COLOGNOLA;info@sansistohostel.com;035 321599;035321599;www.sansistohostel.com;13;0;39;13;No;;;;;;;;;;;;;;9.66342755;45.6749024
BERGAMO;BERGAMO;PALAZZO 48/50 (FLEUR DE LIS ACCADEMIA);Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;381827874;VIA SAN TOMASO 50;24121;BG;P;;;;;;4;0;8;4;No;No;No;No;No;No;No;No;No;;;;;;9.67446896;45.70302024
BERGAMO;BERGAMO;PALAZZO DOLCI - MERCURE;Alberghiere;Alberghi 4 stelle;390050245;VIALE PAPA GIOVANNI XXIII 100;24121;BG;P;;h3653-gl@accor.com;035 227411;035 218008;www.mercure.com;88;0;170;88;No;Si;No;No;No;No;No;No;Si;Ascensore,Accettazione gruppi,Accesso a mezzi pubblici,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili parziale;Tutte;Inglese,Francese,Spagnolo,Tedesco;;;9.67258344;45.69231551
BERGAMO;BERGAMO;PALAZZO RIVOLA;Complementari;Foresterie lombarde;389218087;VIA TASSIS 21;24129;BG;P;;amministrazione@palazzorivola.com, info@palazzorivola.com;035 19905017;;www.palazzorivola.com;5;0;13;5;No;No;No;No;No;No;No;No;No;WI-FI in aree comuni;;;;;9.6636523;45.70512173
BERGAMO;BERGAMO;PALAZZO RONCALLI;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;385364329;PIAZZA MASCHERONI 3;24121;BG;G forse diventa P;;;;;;1;0;1;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.65972002;45.70517655
BERGAMO;BERGAMO;PALAZZO STAMPA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;303680238;VIALE VITTORIO EMANUELE 71;24121;BG;A o P;;;;;www.palazzostampa.it;2;0;4;2;No;No;No;No;No;No;No;No;No;;;;;;9.67173733;45.70210413
BERGAMO;BERGAMO;PELABROCCO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;323574987;VIA PELABROCCO 5;24121;BG;G;;;;;www.bergamovacanze.it;1;0;6;1;No;No;No;No;No;No;No;No;No;;;;;;9.67224922;45.70196056
BERGAMO;BERGAMO;PETRONILLA;Alberghiere;Alberghi 4 stelle;304496353;VIA S. LAZZARO 4;24122;BG;P;;INFO@PETRONILLAHOTEL.COM;035/271376;035/271869;WWW.PETRONILLAHOTEL.COM;12;0;23;13;Si;Si;No;No;No;Si;No;No;No;Ascensore,Bar,Parco o giardino,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Servizi baby sitting,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Fitness/centro salute;Visa,Master Card,Bancomat;Inglese,Francese,Spagnolo,Tedesco,Portoghese,Arabo;;;9.66290542;45.69235428
BERGAMO;BERGAMO;PIAZZA VECCHIA;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;381820207;VIA GOMBITO 2;24129;BG;G;CITTA' ALTA;;;;;2;0;6;2;No;No;No;No;No;No;No;No;No;;;;;;9.66340588;45.70411512
BERGAMO;BERGAMO;PICCOLA DIMORA DI MORETTI CESARE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;383432081;VIA CAPODIFERRO 6/A;24121;BG;A;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.66524187;45.70021372
BERGAMO;BERGAMO;PICCOLO NIDO PASINI ROBERTO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;301899616;VIA BORGO PALAZZO 21;24125;BG;G;;;;;;1;0;2;1;No;No;No;No;No;No;No;No;No;;;;;;9.67939297;45.69805648
BERGAMO;BERGAMO;PICCOLO RESIDENCE BERGAMO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;336096581;VIA MORONI 45;24100;BG;G no P;;;;;www.residenceklest.com;5;0;9;5;No;No;No;No;No;No;No;No;No;;;;;;9.66296564;45.69138393
BERGAMO;BERGAMO;PIEMONTESE;Alberghiere;Alberghi 4 stelle;197290287;PIAZZA MARCONI 11;24122;BG;O 1;;info@hotelpiemontese.com;035242629;0350662054;WWW.HOTELPIEMONTESE.COM;50;0;94;50;Si;Si;No;No;No;No;No;No;Si;Ascensore,Ristorante,Bar,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata;American express,Master Card,Diners,Bank Americard,CartaSi;Inglese,Francese,Spagnolo,Tedesco;;Numero sale congressi 1,Congressi capacita' Min 5,Congressi capacita' Max 22;9.67391708;45.69099284
BERGAMO;BERGAMO;PITENTINOQUATTRO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387178640;VIA PITENTINO 4;24124;BG;G;;;;;www.iduesoli-bg.com;2;0;5;1;No;No;No;No;No;No;No;No;No;;;;;;9.67836306;45.70279282
BERGAMO;BERGAMO;PLAIO'S HOME;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387147670;VIA PAGLIA 32;24122;BG;G;;;;;www.mi_to.srl;2;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.67208939;45.69072085
BERGAMO;BERGAMO;POLARESCO;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;308971866;VIA POLARESCO 38/A;24129;BG;G;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accettazione animali domestici;;;;;9.63300781;45.69253024
BERGAMO;BERGAMO;PORTA 22;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;387072269;VIA G. DONIZETTI 22;24129;BG;P;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66468723;45.70291878
BERGAMO;BERGAMO;PORTA DIPINTA HOUSE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;385364262;VIA PORTA DIPINTA 26;24129;BG;P;;;;;;2;0;6;2;No;No;No;No;No;No;No;No;No;;;;;;9.66879164;45.70365275
BERGAMO;BERGAMO;PRENDITEMPO;Complementari;Alloggi iscritti REC gestiti in forma imprenditoriale;351000429;VIA G. GREPPI 8;24122;BG;G;;;;;www.prenditempo.com;5;0;10;5;No;No;No;No;No;No;No;No;No;Parco o giardino;;;;;9.66496819;45.68974179
BERGAMO;BERGAMO;PROCIONE;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;389905328;VIA ZAMBONATE 99;24122;BG;G;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66397881;45.69231693
BERGAMO;BERGAMO;QUARENGHI 16;Complementari;Foresterie lombarde;389998648;VIA G. QUARENGHI 16;24122;BG;G;;anto.manenti@libero.it;328 3294523;;;6;0;14;6;No;No;No;No;No;No;No;No;No;Ascensore,Autorimessa;;;;;9.66596032;45.6919409
BERGAMO;BERGAMO;QUARENGHI HOME2;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;391254439;VIA G. QUARENGHI 17;24122;BG;G;;;;;;2;0;5;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici;;;;;9.66628149;45.69148934
BERGAMO;BERGAMO;QUARENGHI HOME CASA VACANZA;Complementari;Case ed appartamenti per vacanze gestiti in forma imprenditoriale;355425410;VIA QUARENGHI 17;24100;BG;P;;;;;;1;0;4;1;No;No;No;No;No;No;No;No;No;;;;;;9.66628149;45.69148934
